Row ID,Order ID,Order Date,Simulated Ship Date,Customer ID,Country/Region,City,State/Province,Region,Postal Code,Division,Product ID,Product Name,Factory ID,Factory,Factory Latitude,Factory Longitude,Factory Location,Factory -> State Route,Factory -> Region Route,Route ID,Customer Location,Ship Mode,Shipping Lead Time,Shipping Lead Time (Simulated),Delay Status,Route Efficiency Score,Order Year,Order Quarter,Order Month Number,Order Month Name,Order Week Number,Order Day,Order Day Name,Ship Year,Ship Quarter,Ship Month Number,Ship Month Name,Ship Week Number,Ship Day,Ship Day Name,Sales,Units,Cost,Gross Profit,Sales Per Unit,Cost Per Unit,Profit Margin %,Ship Date Valid,Is US Record
3310,US-2022-120845-CHO-MIL-31000,2024-09-25,2024-09-30,120845,United States,Murfreesboro,Tennessee,Gulf,37130,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Tennessee,Wicked Choccy's -> Gulf,R0189,"Murfreesboro, Tennessee",Standard Class,,5,Moderate Delay,Average,2024,3,9,September,39,25,Wednesday,2024,3,9,September,40,30,Monday,13.0,4,4.56,8.44,3.25,1.14,64.92307692307692,False,True
3311,US-2022-120845-CHO-SCR-58000,2024-09-25,2024-10-02,120845,United States,Murfreesboro,Tennessee,Gulf,37130,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Tennessee,Lot's O' Nuts -> Gulf,R0049,"Murfreesboro, Tennessee",Standard Class,,7,Delayed,Poor,2024,3,9,September,39,25,Wednesday,2024,4,10,October,40,2,Wednesday,7.2,2,2.2,5.0,3.6,1.1,69.44444444444444,False,True
3312,US-2022-159779-CHO-SCR-58000,2024-09-25,2024-09-30,159779,United States,Concord,New Hampshire,Atlantic,03301,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> New Hampshire,Lot's O' Nuts -> Atlantic,R0032,"Concord, New Hampshire",Standard Class,,5,Moderate Delay,Average,2024,3,9,September,39,25,Wednesday,2024,3,9,September,40,30,Monday,7.2,2,2.2,5.0,3.6,1.1,69.44444444444444,False,True
3313,US-2022-156335-CHO-FUD-51000,2024-09-25,2024-09-30,156335,United States,Bayonne,New Jersey,Atlantic,07002,Chocolate,CHO-FUD-51000,Wonka Bar - Fudge Mallows,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> New Jersey,Lot's O' Nuts -> Atlantic,R0033,"Bayonne, New Jersey",Second Class,,5,Moderate Delay,Average,2024,3,9,September,39,25,Wednesday,2024,3,9,September,40,30,Monday,10.8,3,3.6,7.2,3.6,1.2,66.66666666666666,False,True
3314,US-2022-160787-CHO-SCR-58000,2024-09-25,2024-09-25,160787,United States,Philadelphia,Pennsylvania,Atlantic,19143,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Pennsylvania,Lot's O' Nuts -> Atlantic,R0043,"Philadelphia, Pennsylvania",Same Day,,0,On Time,Excellent,2024,3,9,September,39,25,Wednesday,2024,3,9,September,39,25,Wednesday,7.2,2,2.2,5.0,3.6,1.1,69.44444444444444,False,True
3315,US-2022-120845-CHO-SCR-58000,2024-09-25,2024-10-02,120845,United States,Murfreesboro,Tennessee,Gulf,37130,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Tennessee,Lot's O' Nuts -> Gulf,R0049,"Murfreesboro, Tennessee",Standard Class,,7,Delayed,Poor,2024,3,9,September,39,25,Wednesday,2024,4,10,October,40,2,Wednesday,3.6,1,1.1,2.5,3.6,1.1,69.44444444444444,False,True
3316,US-2022-100573-CHO-MIL-31000,2024-09-25,2024-10-02,100573,United States,Los Angeles,California,Pacific,90004,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> California,Wicked Choccy's -> Pacific,R0145,"Los Angeles, California",Standard Class,,7,Delayed,Poor,2024,3,9,September,39,25,Wednesday,2024,4,10,October,40,2,Wednesday,6.5,2,2.28,4.22,3.25,1.14,64.92307692307692,False,True
3317,US-2022-149083-OTH-GUM-21000,2024-09-25,2024-10-01,149083,United States,Seattle,Washington,Pacific,98103,Other,OTH-GUM-21000,Wonka Gum,F004,Secret Factory,41.446333,-90.565487,Secret Factory,Secret Factory -> Washington,Secret Factory -> Pacific,R0095,"Seattle, Washington",Standard Class,,6,Delayed,Average,2024,3,9,September,39,25,Wednesday,2024,4,10,October,40,1,Tuesday,2.5,2,1.2,1.3,1.25,0.6,52.0,False,True
3319,US-2022-151869-CHO-SCR-58000,2024-09-25,2024-09-26,151869,United States,Freeport,New York,Atlantic,11520,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic,R0035,"Freeport, New York",Same Day,,1,On Time,Excellent,2024,3,9,September,39,25,Wednesday,2024,3,9,September,39,26,Thursday,10.8,3,3.3,7.5,3.6,1.0999999999999999,69.44444444444444,False,True
3320,US-2022-120845-CHO-FUD-51000,2024-09-25,2024-10-01,120845,United States,Murfreesboro,Tennessee,Gulf,37130,Chocolate,CHO-FUD-51000,Wonka Bar - Fudge Mallows,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Tennessee,Lot's O' Nuts -> Gulf,R0049,"Murfreesboro, Tennessee",Standard Class,,6,Delayed,Average,2024,3,9,September,39,25,Wednesday,2024,4,10,October,40,1,Tuesday,3.6,1,1.2,2.4,3.6,1.2,66.66666666666666,False,True
3321,US-2022-156335-CHO-MIL-31000,2024-09-25,2024-09-29,156335,United States,Bayonne,New Jersey,Atlantic,07002,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> New Jersey,Wicked Choccy's -> Atlantic,R0172,"Bayonne, New Jersey",Second Class,,4,Moderate Delay,Good,2024,3,9,September,39,25,Wednesday,2024,3,9,September,39,29,Sunday,13.0,4,4.56,8.44,3.25,1.14,64.92307692307692,False,True
3322,US-2022-149083-CHO-TRI-54000,2024-09-25,2024-10-01,149083,United States,Seattle,Washington,Pacific,98103,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Washington,Wicked Choccy's -> Pacific,R0194,"Seattle, Washington",Standard Class,,6,Delayed,Average,2024,3,9,September,39,25,Wednesday,2024,4,10,October,40,1,Tuesday,7.5,2,2.6,4.9,3.75,1.3,65.33333333333334,False,True
3323,US-2022-103933-CHO-SCR-58000,2024-09-25,2024-09-28,103933,United States,New York City,New York,Atlantic,10011,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic,R0035,"New York City, New York",First Class,,3,On Time,Good,2024,3,9,September,39,25,Wednesday,2024,3,9,September,39,28,Saturday,32.4,9,9.9,22.5,3.5999999999999996,1.1,69.44444444444444,False,True
3324,US-2022-156335-CHO-MIL-31000,2024-09-25,2024-09-30,156335,United States,Bayonne,New Jersey,Atlantic,07002,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> New Jersey,Wicked Choccy's -> Atlantic,R0172,"Bayonne, New Jersey",Second Class,,5,Moderate Delay,Average,2024,3,9,September,39,25,Wednesday,2024,3,9,September,40,30,Monday,6.5,2,2.28,4.22,3.25,1.14,64.92307692307692,False,True
3325,US-2022-124800-CHO-TRI-54000,2024-09-26,2024-09-30,124800,United States,Mesa,Arizona,Pacific,85204,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Arizona,Wicked Choccy's -> Pacific,R0142,"Mesa, Arizona",Standard Class,,4,Moderate Delay,Good,2024,3,9,September,39,26,Thursday,2024,3,9,September,40,30,Monday,7.5,2,2.6,4.9,3.75,1.3,65.33333333333334,False,True
3326,US-2022-127173-CHO-TRI-54000,2024-09-26,2024-10-02,127173,United States,Oceanside,New York,Atlantic,11572,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> New York,Wicked Choccy's -> Atlantic,R0174,"Oceanside, New York",Standard Class,,6,Delayed,Average,2024,3,9,September,39,26,Thursday,2024,4,10,October,40,2,Wednesday,33.75,9,11.7,22.05,3.75,1.2999999999999998,65.33333333333333,False,True
3327,US-2022-124800-CHO-NUT-13000,2024-09-26,2024-09-30,124800,United States,Mesa,Arizona,Pacific,85204,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Arizona,Lot's O' Nuts -> Pacific,R0003,"Mesa, Arizona",Standard Class,,4,Moderate Delay,Good,2024,3,9,September,39,26,Thursday,2024,3,9,September,40,30,Monday,6.98,2,2.0,4.98,3.49,1.0,71.34670487106017,False,True
3328,US-2022-124800-CHO-SCR-58000,2024-09-26,2024-10-02,124800,United States,Mesa,Arizona,Pacific,85204,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Arizona,Lot's O' Nuts -> Pacific,R0003,"Mesa, Arizona",Standard Class,,6,Delayed,Average,2024,3,9,September,39,26,Thursday,2024,4,10,October,40,2,Wednesday,32.4,9,9.9,22.5,3.5999999999999996,1.1,69.44444444444444,False,True
3329,US-2022-120341-CHO-FUD-51000,2024-09-26,2024-09-30,120341,United States,Philadelphia,Pennsylvania,Atlantic,19143,Chocolate,CHO-FUD-51000,Wonka Bar - Fudge Mallows,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Pennsylvania,Lot's O' Nuts -> Atlantic,R0043,"Philadelphia, Pennsylvania",Second Class,,4,Moderate Delay,Good,2024,3,9,September,39,26,Thursday,2024,3,9,September,40,30,Monday,21.6,6,7.2,14.4,3.6,1.2,66.66666666666666,False,True
3330,US-2022-161991-CHO-FUD-51000,2024-09-26,2024-09-30,161991,United States,Houston,Texas,Interior,77070,Chocolate,CHO-FUD-51000,Wonka Bar - Fudge Mallows,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Texas,Lot's O' Nuts -> Interior,R0050,"Houston, Texas",Second Class,,4,Moderate Delay,Good,2024,3,9,September,39,26,Thursday,2024,3,9,September,40,30,Monday,18.0,5,6.0,12.0,3.6,1.2,66.66666666666666,False,True
3331,US-2022-122371-CHO-NUT-13000,2024-09-26,2024-10-03,122371,United States,San Diego,California,Pacific,92037,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> California,Lot's O' Nuts -> Pacific,R0006,"San Diego, California",Standard Class,,7,Delayed,Poor,2024,3,9,September,39,26,Thursday,2024,4,10,October,40,3,Thursday,6.98,2,2.0,4.98,3.49,1.0,71.34670487106017,False,True
3332,US-2022-127173-CHO-TRI-54000,2024-09-26,2024-10-03,127173,United States,Oceanside,New York,Atlantic,11572,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> New York,Wicked Choccy's -> Atlantic,R0174,"Oceanside, New York",Standard Class,,7,Delayed,Poor,2024,3,9,September,39,26,Thursday,2024,4,10,October,40,3,Thursday,11.25,3,3.9,7.35,3.75,1.3,65.33333333333333,False,True
3333,US-2022-130883-CHO-FUD-51000,2024-09-26,2024-09-30,130883,United States,Portland,Oregon,Pacific,97206,Chocolate,CHO-FUD-51000,Wonka Bar - Fudge Mallows,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Oregon,Lot's O' Nuts -> Pacific,R0042,"Portland, Oregon",Standard Class,,4,Moderate Delay,Good,2024,3,9,September,39,26,Thursday,2024,3,9,September,40,30,Monday,18.0,5,6.0,12.0,3.6,1.2,66.66666666666666,False,True
3334,US-2022-124800-CHO-FUD-51000,2024-09-26,2024-09-30,124800,United States,Mesa,Arizona,Pacific,85204,Chocolate,CHO-FUD-51000,Wonka Bar - Fudge Mallows,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Arizona,Lot's O' Nuts -> Pacific,R0003,"Mesa, Arizona",Standard Class,,4,Moderate Delay,Good,2024,3,9,September,39,26,Thursday,2024,3,9,September,40,30,Monday,14.4,4,4.8,9.6,3.6,1.2,66.66666666666666,False,True
3335,US-2022-130883-CHO-NUT-13000,2024-09-26,2024-09-30,130883,United States,Portland,Oregon,Pacific,97206,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Oregon,Lot's O' Nuts -> Pacific,R0042,"Portland, Oregon",Standard Class,,4,Moderate Delay,Good,2024,3,9,September,39,26,Thursday,2024,3,9,September,40,30,Monday,20.94,6,6.0,14.94,3.49,1.0,71.34670487106017,False,True
3336,US-2022-124800-CHO-MIL-31000,2024-09-26,2024-10-03,124800,United States,Mesa,Arizona,Pacific,85204,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Arizona,Wicked Choccy's -> Pacific,R0142,"Mesa, Arizona",Standard Class,,7,Delayed,Poor,2024,3,9,September,39,26,Thursday,2024,4,10,October,40,3,Thursday,19.5,6,6.84,12.66,3.25,1.14,64.92307692307693,False,True
3337,US-2022-122371-CHO-SCR-58000,2024-09-26,2024-10-02,122371,United States,San Diego,California,Pacific,92037,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> California,Lot's O' Nuts -> Pacific,R0006,"San Diego, California",Standard Class,,6,Delayed,Average,2024,3,9,September,39,26,Thursday,2024,4,10,October,40,2,Wednesday,10.8,3,3.3,7.5,3.6,1.0999999999999999,69.44444444444444,False,True
3338,US-2022-124800-CHO-SCR-58000,2024-09-26,2024-10-02,124800,United States,Mesa,Arizona,Pacific,85204,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Arizona,Lot's O' Nuts -> Pacific,R0003,"Mesa, Arizona",Standard Class,,6,Delayed,Average,2024,3,9,September,39,26,Thursday,2024,4,10,October,40,2,Wednesday,14.4,4,4.4,10.0,3.6,1.1,69.44444444444444,False,True
3339,US-2022-111458-CHO-NUT-13000,2024-09-26,2024-10-03,111458,United States,New York City,New York,Atlantic,10035,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic,R0035,"New York City, New York",Standard Class,,7,Delayed,Poor,2024,3,9,September,39,26,Thursday,2024,4,10,October,40,3,Thursday,6.98,2,2.0,4.98,3.49,1.0,71.34670487106017,False,True
3340,US-2022-130883-CHO-TRI-54000,2024-09-26,2024-10-03,130883,United States,Portland,Oregon,Pacific,97206,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Oregon,Wicked Choccy's -> Pacific,R0181,"Portland, Oregon",Standard Class,,7,Delayed,Poor,2024,3,9,September,39,26,Thursday,2024,4,10,October,40,3,Thursday,18.75,5,6.5,12.25,3.75,1.3,65.33333333333333,False,True
3341,US-2022-127173-CHO-TRI-54000,2024-09-26,2024-09-30,127173,United States,Oceanside,New York,Atlantic,11572,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> New York,Wicked Choccy's -> Atlantic,R0174,"Oceanside, New York",Standard Class,,4,Moderate Delay,Good,2024,3,9,September,39,26,Thursday,2024,3,9,September,40,30,Monday,26.25,7,9.1,17.15,3.75,1.3,65.33333333333333,False,True
3342,US-2022-124800-CHO-SCR-58000,2024-09-26,2024-09-30,124800,United States,Mesa,Arizona,Pacific,85204,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Arizona,Lot's O' Nuts -> Pacific,R0003,"Mesa, Arizona",Standard Class,,4,Moderate Delay,Good,2024,3,9,September,39,26,Thursday,2024,3,9,September,40,30,Monday,18.0,5,5.5,12.5,3.6,1.1,69.44444444444444,False,True
3343,US-2022-161991-CHO-TRI-54000,2024-09-26,2024-09-30,161991,United States,Houston,Texas,Interior,77070,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Texas,Wicked Choccy's -> Interior,R0190,"Houston, Texas",Second Class,,4,Moderate Delay,Good,2024,3,9,September,39,26,Thursday,2024,3,9,September,40,30,Monday,26.25,7,9.1,17.15,3.75,1.3,65.33333333333333,False,True
3344,US-2022-120341-CHO-NUT-13000,2024-09-26,2024-09-30,120341,United States,Philadelphia,Pennsylvania,Atlantic,19143,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Pennsylvania,Lot's O' Nuts -> Atlantic,R0043,"Philadelphia, Pennsylvania",Second Class,,4,Moderate Delay,Good,2024,3,9,September,39,26,Thursday,2024,3,9,September,40,30,Monday,3.49,1,1.0,2.49,3.49,1.0,71.34670487106017,False,True
3345,US-2022-100531-CHO-NUT-13000,2024-09-27,2024-09-30,100531,United States,Chicago,Illinois,Interior,60610,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Illinois,Lot's O' Nuts -> Interior,R0014,"Chicago, Illinois",First Class,,3,On Time,Good,2024,3,9,September,39,27,Friday,2024,3,9,September,40,30,Monday,10.47,3,3.0,7.47,3.49,1.0,71.34670487106017,False,True
3346,US-2022-103072-CHO-SCR-58000,2024-09-27,2024-09-30,103072,United States,Detroit,Michigan,Interior,48205,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Michigan,Lot's O' Nuts -> Interior,R0024,"Detroit, Michigan",Second Class,,3,On Time,Good,2024,3,9,September,39,27,Friday,2024,3,9,September,40,30,Monday,18.0,5,5.5,12.5,3.6,1.1,69.44444444444444,False,True
3347,US-2022-143616-CHO-FUD-51000,2024-09-27,2024-10-01,143616,United States,Seattle,Washington,Pacific,98103,Chocolate,CHO-FUD-51000,Wonka Bar - Fudge Mallows,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Washington,Lot's O' Nuts -> Pacific,R0054,"Seattle, Washington",Second Class,,4,Moderate Delay,Good,2024,3,9,September,39,27,Friday,2024,4,10,October,40,1,Tuesday,18.0,5,6.0,12.0,3.6,1.2,66.66666666666666,False,True
3348,US-2022-100531-CHO-TRI-54000,2024-09-27,2024-09-28,100531,United States,Chicago,Illinois,Interior,60610,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Illinois,Wicked Choccy's -> Interior,R0153,"Chicago, Illinois",First Class,,1,On Time,Excellent,2024,3,9,September,39,27,Friday,2024,3,9,September,39,28,Saturday,7.5,2,2.6,4.9,3.75,1.3,65.33333333333334,False,True
3349,US-2022-125976-CHO-MIL-31000,2024-09-27,2024-10-01,125976,United States,Arlington,Virginia,Gulf,22204,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Virginia,Wicked Choccy's -> Gulf,R0193,"Arlington, Virginia",Standard Class,,4,Moderate Delay,Good,2024,3,9,September,39,27,Friday,2024,4,10,October,40,1,Tuesday,16.25,5,5.7,10.55,3.25,1.1400000000000001,64.92307692307693,False,True
3350,US-2022-167255-CHO-FUD-51000,2024-09-27,2024-09-30,167255,United States,San Francisco,California,Pacific,94110,Chocolate,CHO-FUD-51000,Wonka Bar - Fudge Mallows,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> California,Lot's O' Nuts -> Pacific,R0006,"San Francisco, California",Second Class,,3,On Time,Good,2024,3,9,September,39,27,Friday,2024,3,9,September,40,30,Monday,10.8,3,3.6,7.2,3.6,1.2,66.66666666666666,False,True
3351,US-2022-103072-CHO-NUT-13000,2024-09-27,2024-09-30,103072,United States,Detroit,Michigan,Interior,48205,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Michigan,Lot's O' Nuts -> Interior,R0024,"Detroit, Michigan",Second Class,,3,On Time,Good,2024,3,9,September,39,27,Friday,2024,3,9,September,40,30,Monday,13.96,4,4.0,9.96,3.49,1.0,71.34670487106017,False,True
3352,US-2022-167255-CHO-MIL-31000,2024-09-27,2024-10-01,167255,United States,San Francisco,California,Pacific,94110,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> California,Wicked Choccy's -> Pacific,R0145,"San Francisco, California",Second Class,,4,Moderate Delay,Good,2024,3,9,September,39,27,Friday,2024,4,10,October,40,1,Tuesday,6.5,2,2.28,4.22,3.25,1.14,64.92307692307692,False,True
3353,US-2022-167255-CHO-MIL-31000,2024-09-27,2024-10-01,167255,United States,San Francisco,California,Pacific,94110,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> California,Wicked Choccy's -> Pacific,R0145,"San Francisco, California",Second Class,,4,Moderate Delay,Good,2024,3,9,September,39,27,Friday,2024,4,10,October,40,1,Tuesday,3.25,1,1.14,2.11,3.25,1.14,64.92307692307692,False,True
3354,US-2022-125976-CHO-TRI-54000,2024-09-27,2024-10-02,125976,United States,Arlington,Virginia,Gulf,22204,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Virginia,Wicked Choccy's -> Gulf,R0193,"Arlington, Virginia",Standard Class,,5,Moderate Delay,Average,2024,3,9,September,39,27,Friday,2024,4,10,October,40,2,Wednesday,45.0,12,15.6,29.4,3.75,1.3,65.33333333333333,False,True
3355,US-2022-169201-CHO-MIL-31000,2024-09-28,2024-09-30,169201,United States,San Francisco,California,Pacific,94110,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> California,Wicked Choccy's -> Pacific,R0145,"San Francisco, California",First Class,,2,On Time,Excellent,2024,3,9,September,39,28,Saturday,2024,3,9,September,40,30,Monday,9.75,3,3.42,6.33,3.25,1.14,64.92307692307693,False,True
3356,US-2022-169201-CHO-MIL-31000,2024-09-28,2024-10-01,169201,United States,San Francisco,California,Pacific,94110,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> California,Wicked Choccy's -> Pacific,R0145,"San Francisco, California",First Class,,3,On Time,Good,2024,3,9,September,39,28,Saturday,2024,4,10,October,40,1,Tuesday,6.5,2,2.28,4.22,3.25,1.14,64.92307692307692,False,True
3357,US-2022-129546-OTH-LIC-15000,2024-09-28,2024-10-05,129546,United States,Los Angeles,California,Pacific,90032,Other,OTH-LIC-15000,Lickable Wallpaper,F004,Secret Factory,41.446333,-90.565487,Secret Factory,Secret Factory -> California,Secret Factory -> Pacific,R0062,"Los Angeles, California",Standard Class,,7,Delayed,Poor,2024,3,9,September,39,28,Saturday,2024,4,10,October,40,5,Saturday,60.0,3,30.0,30.0,20.0,10.0,50.0,False,True
3358,US-2022-120915-CHO-TRI-54000,2024-09-28,2024-10-02,120915,United States,New York City,New York,Atlantic,10035,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> New York,Wicked Choccy's -> Atlantic,R0174,"New York City, New York",Second Class,,4,Moderate Delay,Good,2024,3,9,September,39,28,Saturday,2024,4,10,October,40,2,Wednesday,22.5,6,7.8,14.7,3.75,1.3,65.33333333333333,False,True
3359,US-2022-106978-CHO-TRI-54000,2024-09-28,2024-10-04,106978,United States,Aurora,Colorado,Pacific,80013,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Colorado,Wicked Choccy's -> Pacific,R0146,"Aurora, Colorado",Standard Class,,6,Delayed,Average,2024,3,9,September,39,28,Saturday,2024,4,10,October,40,4,Friday,7.5,2,2.6,4.9,3.75,1.3,65.33333333333334,False,True
3360,US-2022-129546-CHO-TRI-54000,2024-09-28,2024-10-04,129546,United States,Los Angeles,California,Pacific,90032,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> California,Wicked Choccy's -> Pacific,R0145,"Los Angeles, California",Standard Class,,6,Delayed,Average,2024,3,9,September,39,28,Saturday,2024,4,10,October,40,4,Friday,22.5,6,7.8,14.7,3.75,1.3,65.33333333333333,False,True
3361,US-2022-106978-CHO-SCR-58000,2024-09-28,2024-10-04,106978,United States,Aurora,Colorado,Pacific,80013,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Colorado,Lot's O' Nuts -> Pacific,R0007,"Aurora, Colorado",Standard Class,,6,Delayed,Average,2024,3,9,September,39,28,Saturday,2024,4,10,October,40,4,Friday,3.6,1,1.1,2.5,3.6,1.1,69.44444444444444,False,True
