Order ID,State/Province,Region,City,Order Date,Factory,Ship Mode,Sales,Gross Profit,Profit Margin %,Shipping Lead Time (Simulated),Delay Status,Route Efficiency Score,Units,Cost
US-2021-156559-CHO-MIL-31000,Arkansas,Gulf,Jonesboro,2024-08-19,Wicked Choccy's,Standard Class,29.25,18.99,64.92,6,Delayed,Average,9,10.26
US-2021-133158-CHO-FUD-51000,California,Pacific,Los Angeles,2024-08-19,Lot's O' Nuts,Second Class,25.20,16.80,66.67,4,Moderate Delay,Good,7,8.40
US-2021-121727-CHO-FUD-51000,Ohio,Atlantic,Columbus,2024-08-19,Lot's O' Nuts,Standard Class,7.20,4.80,66.67,4,Moderate Delay,Good,2,2.40
US-2021-133158-CHO-MIL-31000,California,Pacific,Los Angeles,2024-08-19,Wicked Choccy's,Second Class,6.50,4.22,64.92,4,Moderate Delay,Good,2,2.28
US-2021-164616-CHO-TRI-54000,Ohio,Atlantic,Columbus,2024-08-19,Wicked Choccy's,Second Class,15.00,9.80,65.33,3,On Time,Good,4,5.20
US-2021-143581-CHO-NUT-13000,Georgia,Gulf,Columbus,2024-08-19,Lot's O' Nuts,Standard Class,10.47,7.47,71.35,7,Delayed,Poor,3,3.00
US-2021-164616-CHO-TRI-54000,Ohio,Atlantic,Columbus,2024-08-19,Wicked Choccy's,Second Class,7.50,4.90,65.33,3,On Time,Good,2,2.60
CA-2021-132339-CHO-TRI-54000,Quebec,Atlantic,Montreal,2024-08-19,Wicked Choccy's,Standard Class,11.25,7.35,65.33,5,Moderate Delay,Average,3,3.90
CA-2021-115777-CHO-NUT-13000,Quebec,Atlantic,Montreal,2024-08-19,Lot's O' Nuts,Standard Class,3.49,2.49,71.35,7,Delayed,Poor,1,1.00
US-2021-114321-CHO-FUD-51000,Virginia,Gulf,Hampton,2024-08-20,Lot's O' Nuts,Standard Class,46.80,31.20,66.67,6,Delayed,Average,13,15.60
US-2021-166716-CHO-NUT-13000,Illinois,Interior,Chicago,2024-08-20,Lot's O' Nuts,Second Class,6.98,4.98,71.35,4,Moderate Delay,Good,2,2.00
US-2021-114321-CHO-FUD-51000,Virginia,Gulf,Hampton,2024-08-20,Lot's O' Nuts,Standard Class,3.60,2.40,66.67,6,Delayed,Average,1,1.20
US-2021-114321-CHO-FUD-51000,Virginia,Gulf,Hampton,2024-08-20,Lot's O' Nuts,Standard Class,7.20,4.80,66.67,7,Delayed,Poor,2,2.40
US-2021-123253-CHO-TRI-54000,Ohio,Atlantic,Lakewood,2024-08-22,Wicked Choccy's,Second Class,3.75,2.45,65.33,3,On Time,Good,1,1.30
US-2021-166828-CHO-MIL-31000,Missouri,Interior,Saint Charles,2024-08-22,Wicked Choccy's,First Class,6.50,4.22,64.92,2,On Time,Excellent,2,2.28
US-2021-130918-CHO-TRI-54000,Florida,Gulf,North Miami,2024-08-22,Wicked Choccy's,Second Class,11.25,7.35,65.33,5,Moderate Delay,Average,3,3.90
US-2021-124737-CHO-NUT-13000,Colorado,Pacific,Denver,2024-08-23,Lot's O' Nuts,Standard Class,10.47,7.47,71.35,6,Delayed,Average,3,3.00
US-2021-154837-CHO-FUD-51000,California,Pacific,Los Angeles,2024-08-23,Lot's O' Nuts,Second Class,7.20,4.80,66.67,4,Moderate Delay,Good,2,2.40
US-2021-124737-CHO-MIL-31000,Colorado,Pacific,Denver,2024-08-23,Wicked Choccy's,Standard Class,19.50,12.66,64.92,4,Moderate Delay,Good,6,6.84
US-2021-124737-CHO-MIL-31000,Colorado,Pacific,Denver,2024-08-23,Wicked Choccy's,Standard Class,29.25,18.99,64.92,4,Moderate Delay,Good,9,10.26
US-2021-124737-CHO-TRI-54000,Colorado,Pacific,Denver,2024-08-23,Wicked Choccy's,Standard Class,11.25,7.35,65.33,7,Delayed,Poor,3,3.90
US-2021-112795-CHO-NUT-13000,Michigan,Interior,Grand Rapids,2024-08-23,Lot's O' Nuts,Second Class,10.47,7.47,71.35,4,Moderate Delay,Good,3,3.00
US-2021-110639-CHO-TRI-54000,New York,Atlantic,New York City,2024-08-23,Wicked Choccy's,Same Day,15.00,9.80,65.33,0,On Time,Excellent,4,5.20
US-2021-110639-CHO-MIL-31000,New York,Atlantic,New York City,2024-08-23,Wicked Choccy's,Same Day,13.00,8.44,64.92,0,On Time,Excellent,4,4.56
US-2021-124737-CHO-SCR-58000,Colorado,Pacific,Denver,2024-08-23,Lot's O' Nuts,Standard Class,3.60,2.50,69.44,6,Delayed,Average,1,1.10
US-2021-107916-CHO-FUD-51000,New York,Atlantic,Oceanside,2024-08-24,Lot's O' Nuts,First Class,7.20,4.80,66.67,2,On Time,Excellent,2,2.40
US-2021-107916-CHO-MIL-31000,New York,Atlantic,Oceanside,2024-08-24,Wicked Choccy's,First Class,9.75,6.33,64.92,3,On Time,Good,3,3.42
US-2021-106719-CHO-TRI-54000,Montana,Pacific,Billings,2024-08-24,Wicked Choccy's,Same Day,7.50,4.90,65.33,0,On Time,Excellent,2,2.60
US-2021-120432-CHO-SCR-58000,Kentucky,Gulf,Owensboro,2024-08-24,Lot's O' Nuts,Second Class,10.80,7.50,69.44,4,Moderate Delay,Good,3,3.30
US-2021-104178-CHO-MIL-31000,California,Pacific,Los Angeles,2024-08-25,Wicked Choccy's,Standard Class,3.25,2.11,64.92,5,Moderate Delay,Average,1,1.14
US-2021-107398-CHO-SCR-58000,Ohio,Atlantic,Columbus,2024-08-25,Lot's O' Nuts,Standard Class,14.40,10.00,69.44,7,Delayed,Poor,4,4.40
US-2021-107398-CHO-TRI-54000,Ohio,Atlantic,Columbus,2024-08-25,Wicked Choccy's,Standard Class,30.00,19.60,65.33,4,Moderate Delay,Good,8,10.40
US-2021-126200-CHO-MIL-31000,Texas,Interior,Houston,2024-08-25,Wicked Choccy's,Standard Class,9.75,6.33,64.92,4,Moderate Delay,Good,3,3.42
US-2021-126200-CHO-NUT-13000,Texas,Interior,Houston,2024-08-25,Lot's O' Nuts,Standard Class,10.47,7.47,71.35,5,Moderate Delay,Average,3,3.00
US-2021-107398-CHO-TRI-54000,Ohio,Atlantic,Columbus,2024-08-25,Wicked Choccy's,Standard Class,11.25,7.35,65.33,6,Delayed,Average,3,3.90
US-2021-115259-CHO-TRI-54000,Ohio,Atlantic,Columbus,2024-08-25,Wicked Choccy's,Second Class,22.50,14.70,65.33,5,Moderate Delay,Average,6,7.80
US-2021-115259-CHO-SCR-58000,Ohio,Atlantic,Columbus,2024-08-25,Lot's O' Nuts,Second Class,7.20,5.00,69.44,4,Moderate Delay,Good,2,2.20
US-2021-115259-CHO-SCR-58000,Ohio,Atlantic,Columbus,2024-08-25,Lot's O' Nuts,Second Class,50.40,35.00,69.44,5,Moderate Delay,Average,14,15.40
US-2021-115259-CHO-TRI-54000,Ohio,Atlantic,Columbus,2024-08-25,Wicked Choccy's,Second Class,11.25,7.35,65.33,4,Moderate Delay,Good,3,3.90
US-2021-104178-CHO-MIL-31000,California,Pacific,Los Angeles,2024-08-25,Wicked Choccy's,Standard Class,13.00,8.44,64.92,4,Moderate Delay,Good,4,4.56
US-2021-104178-CHO-TRI-54000,California,Pacific,Los Angeles,2024-08-25,Wicked Choccy's,Standard Class,15.00,9.80,65.33,4,Moderate Delay,Good,4,5.20
US-2021-104178-CHO-MIL-31000,California,Pacific,Los Angeles,2024-08-25,Wicked Choccy's,Standard Class,16.25,10.55,64.92,7,Delayed,Poor,5,5.70
US-2021-103660-CHO-MIL-31000,Washington,Pacific,Seattle,2024-08-25,Wicked Choccy's,Standard Class,22.75,14.77,64.92,4,Moderate Delay,Good,7,7.98
US-2021-103331-CHO-MIL-31000,Delaware,Atlantic,Newark,2024-08-26,Wicked Choccy's,Standard Class,13.00,8.44,64.92,7,Delayed,Poor,4,4.56
US-2021-115413-SUG-SWE-91000,Delaware,Atlantic,Newark,2024-08-26,Sugar Shack,Standard Class,4.50,2.10,46.67,5,Moderate Delay,Average,3,2.40
US-2021-103331-CHO-SCR-58000,Delaware,Atlantic,Newark,2024-08-26,Lot's O' Nuts,Standard Class,10.80,7.50,69.44,4,Moderate Delay,Good,3,3.30
US-2021-103331-CHO-TRI-54000,Delaware,Atlantic,Newark,2024-08-26,Wicked Choccy's,Standard Class,3.75,2.45,65.33,5,Moderate Delay,Average,1,1.30
US-2021-123260-CHO-MIL-31000,California,Pacific,Los Angeles,2024-08-26,Wicked Choccy's,Standard Class,26.00,16.88,64.92,6,Delayed,Average,8,9.12
US-2021-115413-CHO-SCR-58000,Delaware,Atlantic,Newark,2024-08-26,Lot's O' Nuts,Standard Class,10.80,7.50,69.44,5,Moderate Delay,Average,3,3.30
US-2021-124688-CHO-FUD-51000,Virginia,Gulf,Springfield,2024-08-27,Lot's O' Nuts,First Class,14.40,9.60,66.67,3,On Time,Good,4,4.80
US-2021-124688-CHO-FUD-51000,Virginia,Gulf,Springfield,2024-08-27,Lot's O' Nuts,First Class,10.80,7.20,66.67,2,On Time,Excellent,3,3.60
US-2021-143336-CHO-TRI-54000,California,Pacific,San Francisco,2024-08-27,Wicked Choccy's,Second Class,7.50,4.90,65.33,4,Moderate Delay,Good,2,2.60
US-2021-143336-CHO-TRI-54000,California,Pacific,San Francisco,2024-08-27,Wicked Choccy's,Second Class,15.00,9.80,65.33,4,Moderate Delay,Good,4,5.20
US-2021-101266-CHO-MIL-31000,Virginia,Gulf,Springfield,2024-08-27,Wicked Choccy's,Second Class,6.50,4.22,64.92,5,Moderate Delay,Average,2,2.28
US-2021-124688-OTH-GUM-21000,Virginia,Gulf,Springfield,2024-08-27,Secret Factory,First Class,6.25,3.25,52.00,2,On Time,Excellent,5,3.00
US-2021-143336-CHO-SCR-58000,California,Pacific,San Francisco,2024-08-27,Lot's O' Nuts,Second Class,10.80,7.50,69.44,3,On Time,Good,3,3.30
US-2021-169775-CHO-TRI-54000,Florida,Gulf,Miami,2024-08-29,Wicked Choccy's,Second Class,11.25,7.35,65.33,4,Moderate Delay,Good,3,3.90
US-2021-169775-CHO-SCR-58000,Florida,Gulf,Miami,2024-08-29,Lot's O' Nuts,Second Class,14.40,10.00,69.44,5,Moderate Delay,Average,4,4.40
US-2021-169775-CHO-SCR-58000,Florida,Gulf,Miami,2024-08-29,Lot's O' Nuts,Second Class,7.20,5.00,69.44,3,On Time,Good,2,2.20
US-2021-135699-CHO-TRI-54000,California,Pacific,San Francisco,2024-08-29,Wicked Choccy's,Same Day,7.50,4.90,65.33,1,On Time,Excellent,2,2.60
US-2021-135699-OTH-LIC-15000,California,Pacific,San Francisco,2024-08-29,Secret Factory,Same Day,40.00,20.00,50.00,1,On Time,Excellent,2,20.00
US-2021-146500-CHO-TRI-54000,Connecticut,Atlantic,Bristol,2024-08-30,Wicked Choccy's,Standard Class,18.75,12.25,65.33,6,Delayed,Average,5,6.50
US-2021-146500-CHO-FUD-51000,Connecticut,Atlantic,Bristol,2024-08-30,Lot's O' Nuts,Standard Class,10.80,7.20,66.67,5,Moderate Delay,Average,3,3.60
US-2021-143385-CHO-FUD-51000,New Mexico,Pacific,Santa Fe,2024-08-31,Lot's O' Nuts,Standard Class,32.40,21.60,66.67,7,Delayed,Poor,9,10.80
US-2021-126522-CHO-SCR-58000,California,Pacific,Escondido,2024-09-01,Lot's O' Nuts,Second Class,10.80,7.50,69.44,3,On Time,Good,3,3.30
US-2021-165428-CHO-TRI-54000,Texas,Interior,Houston,2024-09-01,Wicked Choccy's,First Class,11.25,7.35,65.33,1,On Time,Excellent,3,3.90
US-2021-109855-CHO-FUD-51000,New York,Atlantic,New York City,2024-09-01,Lot's O' Nuts,Standard Class,7.20,4.80,66.67,5,Moderate Delay,Average,2,2.40
US-2021-165428-CHO-NUT-13000,Texas,Interior,Houston,2024-09-01,Lot's O' Nuts,First Class,20.94,14.94,71.35,2,On Time,Excellent,6,6.00
US-2021-109855-CHO-FUD-51000,New York,Atlantic,New York City,2024-09-01,Lot's O' Nuts,Standard Class,10.80,7.20,66.67,5,Moderate Delay,Average,3,3.60
US-2021-157721-CHO-MIL-31000,New York,Atlantic,Watertown,2024-09-02,Wicked Choccy's,First Class,3.25,2.11,64.92,1,On Time,Excellent,1,1.14
US-2021-157721-CHO-FUD-51000,New York,Atlantic,Watertown,2024-09-02,Lot's O' Nuts,First Class,3.60,2.40,66.67,1,On Time,Excellent,1,1.20
US-2021-138828-CHO-MIL-31000,New York,Atlantic,New York City,2024-09-02,Wicked Choccy's,First Class,16.25,10.55,64.92,1,On Time,Excellent,5,5.70
US-2021-127936-CHO-FUD-51000,New York,Atlantic,New York City,2024-09-02,Lot's O' Nuts,First Class,10.80,7.20,66.67,2,On Time,Excellent,3,3.60
US-2021-152268-CHO-FUD-51000,Arkansas,Gulf,Fayetteville,2024-09-02,Lot's O' Nuts,Standard Class,7.20,4.80,66.67,5,Moderate Delay,Average,2,2.40
US-2021-138828-CHO-MIL-31000,New York,Atlantic,New York City,2024-09-02,Wicked Choccy's,First Class,9.75,6.33,64.92,2,On Time,Excellent,3,3.42
US-2021-106971-CHO-TRI-54000,Illinois,Interior,Buffalo Grove,2024-09-02,Wicked Choccy's,Standard Class,26.25,17.15,65.33,6,Delayed,Average,7,9.10
US-2021-151792-CHO-FUD-51000,Illinois,Interior,Chicago,2024-09-02,Lot's O' Nuts,Second Class,10.80,7.20,66.67,5,Moderate Delay,Average,3,3.60
US-2021-158281-OTH-LIC-15000,Texas,Interior,Houston,2024-09-02,Secret Factory,Standard Class,60.00,30.00,50.00,6,Delayed,Average,3,30.00
US-2021-120236-OTH-GUM-21000,Texas,Interior,Houston,2024-09-03,Secret Factory,First Class,6.25,3.25,52.00,2,On Time,Excellent,5,3.00
US-2021-125171-CHO-SCR-58000,New York,Atlantic,New York City,2024-09-03,Lot's O' Nuts,Same Day,18.00,12.50,69.44,1,On Time,Excellent,5,5.50
US-2021-136861-CHO-NUT-13000,Florida,Gulf,Saint Petersburg,2024-09-05,Lot's O' Nuts,First Class,6.98,4.98,71.35,2,On Time,Excellent,2,2.00
US-2021-106572-CHO-TRI-54000,Ohio,Atlantic,Bowling Green,2024-09-05,Wicked Choccy's,Standard Class,7.50,4.90,65.33,6,Delayed,Average,2,2.60
US-2021-130449-CHO-SCR-58000,California,Pacific,San Francisco,2024-09-06,Lot's O' Nuts,First Class,21.60,15.00,69.44,1,On Time,Excellent,6,6.60
US-2021-130449-CHO-NUT-13000,California,Pacific,San Francisco,2024-09-06,Lot's O' Nuts,First Class,27.92,19.92,71.35,1,On Time,Excellent,8,8.00
US-2021-117765-CHO-TRI-54000,Oklahoma,Interior,Tulsa,2024-09-07,Wicked Choccy's,Standard Class,7.50,4.90,65.33,7,Delayed,Poor,2,2.60
US-2021-122882-CHO-SCR-58000,Pennsylvania,Atlantic,Philadelphia,2024-09-07,Lot's O' Nuts,Standard Class,7.20,5.00,69.44,5,Moderate Delay,Average,2,2.20
US-2021-131002-CHO-NUT-13000,Oklahoma,Interior,Tulsa,2024-09-07,Lot's O' Nuts,Second Class,10.47,7.47,71.35,4,Moderate Delay,Good,3,3.00
US-2021-131002-CHO-MIL-31000,Oklahoma,Interior,Tulsa,2024-09-07,Wicked Choccy's,Second Class,19.50,12.66,64.92,3,On Time,Good,6,6.84
US-2021-117765-CHO-FUD-51000,Oklahoma,Interior,Tulsa,2024-09-07,Lot's O' Nuts,Standard Class,18.00,12.00,66.67,5,Moderate Delay,Average,5,6.00
US-2021-105165-OTH-GUM-21000,Texas,Interior,Houston,2024-09-07,Secret Factory,First Class,1.25,0.65,52.00,2,On Time,Excellent,1,0.60
US-2021-105165-CHO-TRI-54000,Texas,Interior,Houston,2024-09-07,Wicked Choccy's,First Class,11.25,7.35,65.33,2,On Time,Excellent,3,3.90
US-2021-105165-CHO-SCR-58000,Texas,Interior,Houston,2024-09-07,Lot's O' Nuts,First Class,7.20,5.00,69.44,2,On Time,Excellent,2,2.20
US-2021-117765-CHO-MIL-31000,Oklahoma,Interior,Tulsa,2024-09-07,Wicked Choccy's,Standard Class,6.50,4.22,64.92,5,Moderate Delay,Average,2,2.28
US-2021-126193-CHO-SCR-58000,Illinois,Interior,Oswego,2024-09-07,Lot's O' Nuts,Standard Class,10.80,7.50,69.44,7,Delayed,Poor,3,3.30
US-2021-109918-CHO-SCR-58000,California,Pacific,Santa Clara,2024-09-07,Lot's O' Nuts,Second Class,18.00,12.50,69.44,4,Moderate Delay,Good,5,5.50
US-2021-126193-CHO-NUT-13000,Illinois,Interior,Oswego,2024-09-07,Lot's O' Nuts,Standard Class,17.45,12.45,71.35,7,Delayed,Poor,5,5.00
US-2021-126193-CHO-FUD-51000,Illinois,Interior,Oswego,2024-09-07,Lot's O' Nuts,Standard Class,18.00,12.00,66.67,6,Delayed,Average,5,6.00
US-2021-109918-CHO-MIL-31000,California,Pacific,Santa Clara,2024-09-07,Wicked Choccy's,Second Class,6.50,4.22,64.92,4,Moderate Delay,Good,2,2.28
US-2021-131002-CHO-FUD-51000,Oklahoma,Interior,Tulsa,2024-09-07,Lot's O' Nuts,Second Class,7.20,4.80,66.67,5,Moderate Delay,Average,2,2.40
US-2021-122882-CHO-FUD-51000,Pennsylvania,Atlantic,Philadelphia,2024-09-07,Lot's O' Nuts,Standard Class,3.60,2.40,66.67,4,Moderate Delay,Good,1,1.20
US-2021-117765-CHO-FUD-51000,Oklahoma,Interior,Tulsa,2024-09-07,Lot's O' Nuts,Standard Class,7.20,4.80,66.67,7,Delayed,Poor,2,2.40
US-2021-109918-CHO-MIL-31000,California,Pacific,Santa Clara,2024-09-07,Wicked Choccy's,Second Class,13.00,8.44,64.92,5,Moderate Delay,Average,4,4.56
US-2021-105165-CHO-TRI-54000,Texas,Interior,Houston,2024-09-07,Wicked Choccy's,First Class,15.00,9.80,65.33,2,On Time,Excellent,4,5.20
US-2021-122882-CHO-MIL-31000,Pennsylvania,Atlantic,Philadelphia,2024-09-07,Wicked Choccy's,Standard Class,13.00,8.44,64.92,6,Delayed,Average,4,4.56
US-2021-131002-CHO-FUD-51000,Oklahoma,Interior,Tulsa,2024-09-07,Lot's O' Nuts,Second Class,10.80,7.20,66.67,4,Moderate Delay,Good,3,3.60
US-2021-105165-CHO-FUD-51000,Texas,Interior,Houston,2024-09-07,Lot's O' Nuts,First Class,10.80,7.20,66.67,1,On Time,Excellent,3,3.60
US-2021-100006-CHO-TRI-54000,New York,Atlantic,New York City,2024-09-07,Wicked Choccy's,Standard Class,11.25,7.35,65.33,7,Delayed,Poor,3,3.90
US-2021-122882-CHO-TRI-54000,Pennsylvania,Atlantic,Philadelphia,2024-09-07,Wicked Choccy's,Standard Class,11.25,7.35,65.33,4,Moderate Delay,Good,3,3.90
US-2021-107818-CHO-FUD-51000,Washington,Pacific,Pasco,2024-09-08,Lot's O' Nuts,Standard Class,18.00,12.00,66.67,5,Moderate Delay,Average,5,6.00
US-2021-139892-CHO-MIL-31000,Texas,Interior,San Antonio,2024-09-08,Wicked Choccy's,Standard Class,29.25,18.99,64.92,6,Delayed,Average,9,10.26
US-2021-146283-CHO-MIL-31000,Texas,Interior,Houston,2024-09-08,Wicked Choccy's,Standard Class,16.25,10.55,64.92,7,Delayed,Poor,5,5.70
US-2021-146815-CHO-MIL-31000,New York,Atlantic,New York City,2024-09-08,Wicked Choccy's,Standard Class,6.50,4.22,64.92,5,Moderate Delay,Average,2,2.28
US-2021-123127-CHO-SCR-58000,New York,Atlantic,Long Beach,2024-09-08,Lot's O' Nuts,Standard Class,7.20,5.00,69.44,5,Moderate Delay,Average,2,2.20
US-2021-139892-CHO-SCR-58000,Texas,Interior,San Antonio,2024-09-08,Lot's O' Nuts,Standard Class,18.00,12.50,69.44,4,Moderate Delay,Good,5,5.50
US-2021-168592-CHO-NUT-13000,California,Pacific,San Francisco,2024-09-08,Lot's O' Nuts,Standard Class,17.45,12.45,71.35,4,Moderate Delay,Good,5,5.00
US-2021-107818-CHO-MIL-31000,Washington,Pacific,Pasco,2024-09-08,Wicked Choccy's,Standard Class,26.00,16.88,64.92,4,Moderate Delay,Good,8,9.12
US-2021-139892-CHO-SCR-58000,Texas,Interior,San Antonio,2024-09-08,Lot's O' Nuts,Standard Class,21.60,15.00,69.44,4,Moderate Delay,Good,6,6.60
US-2021-107818-CHO-NUT-13000,Washington,Pacific,Pasco,2024-09-08,Lot's O' Nuts,Standard Class,6.98,4.98,71.35,7,Delayed,Poor,2,2.00
US-2021-146815-CHO-SCR-58000,New York,Atlantic,New York City,2024-09-08,Lot's O' Nuts,Standard Class,7.20,5.00,69.44,7,Delayed,Poor,2,2.20
US-2021-139892-CHO-NUT-13000,Texas,Interior,San Antonio,2024-09-08,Lot's O' Nuts,Standard Class,10.47,7.47,71.35,7,Delayed,Poor,3,3.00
US-2021-140032-CHO-SCR-58000,California,Pacific,San Francisco,2024-09-08,Lot's O' Nuts,Standard Class,7.20,5.00,69.44,4,Moderate Delay,Good,2,2.20
US-2021-115987-CHO-MIL-31000,Texas,Interior,Tyler,2024-09-08,Wicked Choccy's,Second Class,13.00,8.44,64.92,3,On Time,Good,4,4.56
US-2021-128839-CHO-TRI-54000,Virginia,Gulf,Chesapeake,2024-09-08,Wicked Choccy's,Standard Class,33.75,22.05,65.33,5,Moderate Delay,Average,9,11.70
US-2021-168592-CHO-FUD-51000,California,Pacific,San Francisco,2024-09-08,Lot's O' Nuts,Standard Class,7.20,4.80,66.67,6,Delayed,Average,2,2.40
US-2021-146283-CHO-NUT-13000,Texas,Interior,Houston,2024-09-08,Lot's O' Nuts,Standard Class,20.94,14.94,71.35,5,Moderate Delay,Average,6,6.00
US-2021-146283-CHO-SCR-58000,Texas,Interior,Houston,2024-09-08,Lot's O' Nuts,Standard Class,7.20,5.00,69.44,5,Moderate Delay,Average,2,2.20
US-2021-107818-CHO-TRI-54000,Washington,Pacific,Pasco,2024-09-08,Wicked Choccy's,Standard Class,22.50,14.70,65.33,4,Moderate Delay,Good,6,7.80
US-2021-168592-CHO-MIL-31000,California,Pacific,San Francisco,2024-09-08,Wicked Choccy's,Standard Class,3.25,2.11,64.92,6,Delayed,Average,1,1.14
US-2021-163293-CHO-NUT-13000,Georgia,Gulf,Macon,2024-09-08,Lot's O' Nuts,First Class,13.96,9.96,71.35,1,On Time,Excellent,4,4.00
US-2021-132500-CHO-NUT-13000,California,Pacific,San Francisco,2024-09-08,Lot's O' Nuts,Standard Class,6.98,4.98,71.35,4,Moderate Delay,Good,2,2.00
US-2021-163293-CHO-MIL-31000,Georgia,Gulf,Macon,2024-09-08,Wicked Choccy's,First Class,9.75,6.33,64.92,3,On Time,Good,3,3.42
US-2021-128839-CHO-MIL-31000,Virginia,Gulf,Chesapeake,2024-09-08,Wicked Choccy's,Standard Class,9.75,6.33,64.92,7,Delayed,Poor,3,3.42
US-2021-139892-CHO-SCR-58000,Texas,Interior,San Antonio,2024-09-08,Lot's O' Nuts,Standard Class,28.80,20.00,69.44,4,Moderate Delay,Good,8,8.80
US-2021-126403-CHO-SCR-58000,Massachusetts,Atlantic,Lowell,2024-09-09,Lot's O' Nuts,Second Class,21.60,15.00,69.44,4,Moderate Delay,Good,6,6.60
US-2021-102869-CHO-FUD-51000,Pennsylvania,Atlantic,Philadelphia,2024-09-09,Lot's O' Nuts,Second Class,10.80,7.20,66.67,5,Moderate Delay,Average,3,3.60
US-2021-131870-CHO-SCR-58000,Ohio,Atlantic,Lancaster,2024-09-09,Lot's O' Nuts,First Class,21.60,15.00,69.44,3,On Time,Good,6,6.60
US-2021-131870-CHO-MIL-31000,Ohio,Atlantic,Lancaster,2024-09-09,Wicked Choccy's,First Class,29.25,18.99,64.92,3,On Time,Good,9,10.26
US-2021-144407-CHO-FUD-51000,Michigan,Interior,Detroit,2024-09-09,Lot's O' Nuts,Standard Class,25.20,16.80,66.67,5,Moderate Delay,Average,7,8.40
US-2021-102869-CHO-TRI-54000,Pennsylvania,Atlantic,Philadelphia,2024-09-09,Wicked Choccy's,Second Class,11.25,7.35,65.33,4,Moderate Delay,Good,3,3.90
US-2021-126403-CHO-MIL-31000,Massachusetts,Atlantic,Lowell,2024-09-09,Wicked Choccy's,Second Class,9.75,6.33,64.92,5,Moderate Delay,Average,3,3.42
US-2021-103527-CHO-SCR-58000,Illinois,Interior,Chicago,2024-09-09,Lot's O' Nuts,Second Class,10.80,7.50,69.44,3,On Time,Good,3,3.30
US-2021-126403-CHO-FUD-51000,Massachusetts,Atlantic,Lowell,2024-09-09,Lot's O' Nuts,Second Class,7.20,4.80,66.67,3,On Time,Good,2,2.40
US-2021-126403-CHO-NUT-13000,Massachusetts,Atlantic,Lowell,2024-09-09,Lot's O' Nuts,Second Class,17.45,12.45,71.35,4,Moderate Delay,Good,5,5.00
US-2021-102869-CHO-FUD-51000,Pennsylvania,Atlantic,Philadelphia,2024-09-09,Lot's O' Nuts,Second Class,21.60,14.40,66.67,5,Moderate Delay,Average,6,7.20
US-2021-115196-CHO-MIL-31000,North Carolina,Gulf,Greenville,2024-09-09,Wicked Choccy's,Standard Class,6.50,4.22,64.92,4,Moderate Delay,Good,2,2.28
US-2021-102869-CHO-FUD-51000,Pennsylvania,Atlantic,Philadelphia,2024-09-09,Lot's O' Nuts,Second Class,3.60,2.40,66.67,4,Moderate Delay,Good,1,1.20
US-2021-125731-CHO-NUT-13000,Oregon,Pacific,Gresham,2024-09-10,Lot's O' Nuts,Standard Class,17.45,12.45,71.35,5,Moderate Delay,Average,5,5.00
US-2021-113383-CHO-NUT-13000,New Jersey,Atlantic,Clifton,2024-09-10,Lot's O' Nuts,First Class,17.45,12.45,71.35,2,On Time,Excellent,5,5.00
US-2021-113383-CHO-FUD-51000,New Jersey,Atlantic,Clifton,2024-09-10,Lot's O' Nuts,First Class,14.40,9.60,66.67,3,On Time,Good,4,4.80
US-2021-138835-CHO-FUD-51000,Virginia,Gulf,Virginia Beach,2024-09-10,Lot's O' Nuts,Standard Class,7.20,4.80,66.67,4,Moderate Delay,Good,2,2.40
US-2021-125731-CHO-SCR-58000,Oregon,Pacific,Gresham,2024-09-10,Lot's O' Nuts,Standard Class,25.20,17.50,69.44,7,Delayed,Poor,7,7.70
CA-2021-126438-CHO-TRI-54000,Quebec,Atlantic,Montreal,2024-09-10,Wicked Choccy's,First Class,7.50,4.90,65.33,2,On Time,Excellent,2,2.60
US-2021-112837-CHO-SCR-58000,California,Pacific,Oxnard,2024-09-11,Lot's O' Nuts,Standard Class,10.80,7.50,69.44,7,Delayed,Poor,3,3.30
US-2021-116246-CHO-TRI-54000,New York,Atlantic,New York City,2024-09-12,Wicked Choccy's,Second Class,22.50,14.70,65.33,4,Moderate Delay,Good,6,7.80
US-2021-119081-CHO-TRI-54000,Kansas,Interior,Olathe,2024-09-12,Wicked Choccy's,Standard Class,7.50,4.90,65.33,5,Moderate Delay,Average,2,2.60
US-2021-138527-CHO-SCR-58000,North Carolina,Gulf,Cary,2024-09-12,Lot's O' Nuts,Standard Class,18.00,12.50,69.44,7,Delayed,Poor,5,5.50
US-2021-103702-CHO-TRI-54000,Ohio,Atlantic,Fairfield,2024-09-12,Wicked Choccy's,Standard Class,26.25,17.15,65.33,6,Delayed,Average,7,9.10
US-2021-150924-CHO-SCR-58000,Texas,Interior,Houston,2024-09-12,Lot's O' Nuts,Second Class,18.00,12.50,69.44,3,On Time,Good,5,5.50
US-2021-138527-CHO-NUT-13000,North Carolina,Gulf,Cary,2024-09-12,Lot's O' Nuts,Standard Class,6.98,4.98,71.35,6,Delayed,Average,2,2.00
US-2021-119081-CHO-SCR-58000,Kansas,Interior,Olathe,2024-09-12,Lot's O' Nuts,Standard Class,10.80,7.50,69.44,7,Delayed,Poor,3,3.30
US-2021-119081-CHO-FUD-51000,Kansas,Interior,Olathe,2024-09-12,Lot's O' Nuts,Standard Class,18.00,12.00,66.67,5,Moderate Delay,Average,5,6.00
